provincename,cityName,confirmedCount,deadCount,dt
河南,洛阳,2,0,2020-01-28
河南,许昌,2,0,2020-01-28
河南,焦作,2,0,2020-01-28
河南,濮阳,1,0,2020-01-28
安徽,合肥,29,0,2020-01-28
安徽,阜阳,23,0,2020-01-28
安徽,亳州,15,0,2020-01-28
安徽,安庆,14,0,2020-01-28
湖北,十堰,88,0,2020-01-28
安徽,马鞍山,11,0,2020-01-28
安徽,芜湖,11,0,2020-01-28
安徽,铜陵,9,0,2020-01-28
安徽,宿州,9,0,2020-01-28
安徽,黄山,7,0,2020-01-28
安徽,六安,6,0,2020-01-28
安徽,滁州,4,0,2020-01-28
安徽,宿松,4,0,2020-01-28
安徽,蚌埠,3,0,2020-01-28
安徽,宣城,2,0,2020-01-28
湖北,黄石,86,1,2020-01-28
安徽,淮北,2,0,2020-01-28
安徽,淮南,2,0,2020-01-28
安徽,池州,1,0,2020-01-28
重庆,万州区,17,0,2020-01-28
重庆,开州区,11,0,2020-01-28
重庆,忠县,11,0,2020-01-28
重庆,云阳县,11,0,2020-01-28
重庆,两江新区,8,0,2020-01-28
重庆,长寿区,7,0,2020-01-28
重庆,石柱县,7,0,2020-01-28
湖北,武汉,2261,129,2020-01-29
湖北,黄冈,496,12,2020-01-29
湖北,宜昌,117,1,2020-01-29
重庆,忠县,11,0,2020-01-29
重庆,两江新区,8,0,2020-01-29
重庆,渝北区,7,0,2020-01-29
重庆,长寿区,7,0,2020-01-29
重庆,石柱县,7,0,2020-01-29
重庆,大渡口区,6,0,2020-01-29
重庆,江北区,6,0,2020-01-29
重庆,合川区,6,0,2020-01-29
重庆,九龙坡区,5,0,2020-01-29
重庆,垫江县,5,0,2020-01-29
湖北,黄石,113,1,2020-01-29
重庆,巫山县,5,0,2020-01-29
重庆,巫溪县,5,0,2020-01-29
重庆,綦江区,4,0,2020-01-29
重庆,璧山区,4,0,2020-01-29
重庆,奉节县,4,0,2020-01-29
重庆,江津区,3,0,2020-01-29
重庆,永川区,3,0,2020-01-29
重庆,丰都县,3,0,2020-01-29
重庆,大足区,2,0,2020-01-29
重庆,铜梁区,2,0,2020-01-29
湖北,恩施州,66,0,2020-01-29
重庆,潼南区,2,0,2020-01-29
重庆,南岸区,2,0,2020-01-29
重庆,渝中区,2,0,2020-01-29
重庆,涪陵区,1,0,2020-01-29
重庆,巴南区,1,0,2020-01-29
重庆,梁平区,1,0,2020-01-29
重庆,城口县,1,0,2020-01-29
重庆,秀山县,1,0,2020-01-29
重庆,黔江区,1,0,2020-01-29
重庆,武隆区,1,0,2020-01-29
湖北,仙桃,55,0,2020-01-29
江西,南昌,46,0,2020-01-29
江西,九江,31,0,2020-01-29
江西,赣州,21,0,2020-01-29
江西,宜春,14,0,2020-01-29
江西,抚州,13,0,2020-01-29
江西,新余,11,0,2020-01-29
江西,上饶,11,0,2020-01-29
江西,萍乡,5,0,2020-01-29
江西,吉安,5,0,2020-01-29
江西,鹰潭,3,0,2020-01-29
湖北,天门,44,3,2020-01-29
江西,景德镇,2,0,2020-01-29
山东,青岛,18,0,2020-01-29
山东,临沂,16,0,2020-01-29
山东,威海,14,0,2020-01-29
山东,济南,14,0,2020-01-29
山东,烟台,13,0,2020-01-29
山东,德州,11,0,2020-01-29
山东,日照,8,0,2020-01-29
山东,济宁,8,0,2020-01-29
山东,枣庄,8,0,2020-01-29
湖北,潜江,10,1,2020-01-29
山东,潍坊,7,0,2020-01-29
山东,滨州,7,0,2020-01-29
山东,菏泽,7,0,2020-01-29
山东,淄博,6,0,2020-01-29
山东,聊城,5,0,2020-01-29
山东,泰安,3,0,2020-01-29
四川,成都,59,1,2020-01-29
四川,绵阳,9,0,2020-01-29
四川,广安,9,0,2020-01-29
四川,南充,9,0,2020-01-29
湖北,神农架林区,5,0,2020-01-29
四川,自贡,7,0,2020-01-29
四川,达州,6,0,2020-01-29
四川,泸州,5,0,2020-01-29
四川,甘孜州,5,0,2020-01-29
四川,宜宾,5,0,2020-01-29
四川,遂宁,4,0,2020-01-29
四川,内江,4,0,2020-01-29
四川,巴中,4,0,2020-01-29
四川,德阳,3,0,2020-01-29
四川,广元,3,0,2020-01-29
浙江,温州,172,0,2020-01-29
四川,雅安,2,0,2020-01-29
四川,乐山,2,0,2020-01-29
四川,眉山,2,0,2020-01-29
四川,凉山,2,0,2020-01-29
四川,资阳,2,0,2020-01-29
江苏,苏州,24,0,2020-01-29
江苏,南京,19,0,2020-01-29
江苏,徐州,15,0,2020-01-29
江苏,无锡,10,0,2020-01-29
江苏,常州,10,0,2020-01-29
浙江,杭州,69,0,2020-01-29
江苏,南通,9,0,2020-01-29
江苏,泰州,9,0,2020-01-29
江苏,扬州,8,0,2020-01-29
江苏,淮安,7,0,2020-01-29
江苏,连云港,6,0,2020-01-29
江苏,盐城,6,0,2020-01-29
江苏,宿迁,4,0,2020-01-29
江苏,镇江,2,0,2020-01-29
北京,海淀,24,0,2020-01-29
北京,朝阳,21,0,2020-01-29
浙江,台州,64,0,2020-01-29
北京,西城,12,0,2020-01-29
北京,外地来京人员,11,0,2020-01-29
北京,丰台,10,0,2020-01-29
北京,大兴,10,0,2020-01-29
北京,昌平,8,0,2020-01-29
北京,通州,8,0,2020-01-29
北京,石景山,2,0,2020-01-29
北京,顺义,2,0,2020-01-29
北京,东城,2,0,2020-01-29
北京,门头沟,1,0,2020-01-29
湖北,孝感,399,6,2020-01-29
浙江,宁波,41,0,2020-01-29
上海,外地来沪人员,48,1,2020-01-29
上海,浦东,13,0,2020-01-29
上海,静安,8,0,2020-01-29
上海,长宁,5,0,2020-01-29
上海,徐汇,5,0,2020-01-29
上海,奉贤,5,0,2020-01-29
上海,黄浦,4,0,2020-01-29
上海,闵行,3,0,2020-01-29
上海,虹口,2,0,2020-01-29
上海,青浦,2,0,2020-01-29
浙江,金华,20,0,2020-01-29
上海,宝山,2,0,2020-01-29
上海,嘉定,2,0,2020-01-29
上海,松江,1,0,2020-01-29
上海,金山,1,0,2020-01-29
福建,福州,30,0,2020-01-29
福建,泉州,18,0,2020-01-29
福建,莆田,17,0,2020-01-29
福建,三明,10,0,2020-01-29
福建,宁德,8,0,2020-01-29
福建,厦门,7,0,2020-01-29
浙江,绍兴,19,0,2020-01-29
福建,漳州,7,0,2020-01-29
福建,南平,3,0,2020-01-29
福建,龙岩,1,0,2020-01-29
广西,桂林,18,0,2020-01-29
广西,北海,15,0,2020-01-29
广西,南宁,15,0,2020-01-29
广西,柳州,10,0,2020-01-29
广西,防城港,5,0,2020-01-29
广西,河池,5,0,2020-01-29
广西,梧州,4,0,2020-01-29
浙江,嘉兴,16,0,2020-01-29
广西,百色,2,0,2020-01-29
广西,玉林,2,0,2020-01-29
广西,钦州,1,0,2020-01-29
广西,贺州,1,0,2020-01-29
云南,昆明,21,0,2020-01-29
云南,西双版纳,10,0,2020-01-29
云南,丽江,6,0,2020-01-29
云南,玉溪,6,0,2020-01-29
云南,曲靖,5,0,2020-01-29
云南,保山,5,0,2020-01-29
浙江,衢州,10,0,2020-01-29
云南,红河,4,0,2020-01-29
云南,大理,4,0,2020-01-29
云南,昭通,4,0,2020-01-29
云南,普洱,3,0,2020-01-29
云南,德宏,2,0,2020-01-29
河北,沧州,12,1,2020-01-29
河北,石家庄,11,0,2020-01-29
河北,廊坊,9,0,2020-01-29
河北,保定,7,0,2020-01-29
河北,邯郸,6,0,2020-01-29
浙江,舟山,6,0,2020-01-29
河北,张家口,6,0,2020-01-29
河北,邢台,5,0,2020-01-29
河北,衡水,4,0,2020-01-29
河北,唐山,3,0,2020-01-29
河北,承德,2,0,2020-01-29
陕西,西安,18,0,2020-01-29
陕西,安康,10,0,2020-01-29
陕西,汉中,6,0,2020-01-29
陕西,咸阳,5,0,2020-01-29
陕西,铜川,5,0,2020-01-29
浙江,丽水,6,0,2020-01-29
陕西,宝鸡,4,0,2020-01-29
陕西,延安,3,0,2020-01-29
陕西,渭南,3,0,2020-01-29
陕西,商洛,2,0,2020-01-29
海南,三亚,14,0,2020-01-29
海南,海口,9,0,2020-01-29
海南,万宁,8,0,2020-01-29
海南,儋州,5,0,2020-01-29
海南,澄迈县,2,1,2020-01-29
海南,临高县,1,0,2020-01-29
浙江,湖州,5,0,2020-01-29
海南,陵水县,1,0,2020-01-29
海南,琼海市,1,0,2020-01-29
海南,东方市,1,0,2020-01-29
海南,琼中县,1,0,2020-01-29
黑龙江,哈尔滨,13,0,2020-01-29
黑龙江,绥化,10,1,2020-01-29
黑龙江,大庆,5,0,2020-01-29
黑龙江,佳木斯,5,0,2020-01-29
黑龙江,齐齐哈尔,3,0,2020-01-29
黑龙江,七台河,2,0,2020-01-29
广东,深圳,86,0,2020-01-29
黑龙江,牡丹江,1,0,2020-01-29
黑龙江,双鸭山,1,0,2020-01-29
黑龙江,鸡西,1,0,2020-01-29
黑龙江,大兴安岭,1,0,2020-01-29
黑龙江,鹤岗,1,0,2020-01-29
辽宁,沈阳,9,0,2020-01-29
辽宁,大连,5,0,2020-01-29
辽宁,丹东,5,0,2020-01-29
辽宁,锦州,4,0,2020-01-29
辽宁,朝阳,4,0,2020-01-29
广东,广州,79,0,2020-01-29
辽宁,葫芦岛,4,0,2020-01-29
辽宁,本溪,2,0,2020-01-29
辽宁,铁岭,2,0,2020-01-29
辽宁,盘锦,2,0,2020-01-29
辽宁,营口,1,0,2020-01-29
辽宁,辽阳,1,0,2020-01-29
山西,晋中,9,0,2020-01-29
山西,运城,7,0,2020-01-29
山西,大同,4,0,2020-01-29
山西,吕梁,4,0,2020-01-29
湖北,荆门,191,4,2020-01-29
广东,佛山,25,0,2020-01-29
山西,太原,3,0,2020-01-29
山西,长治,3,0,2020-01-29
山西,朔州,3,0,2020-01-29
山西,阳泉,1,0,2020-01-29
山西,临汾,1,0,2020-01-29
天津,河北区,8,0,2020-01-29
天津,河东区,6,0,2020-01-29
天津,外地来津人员,4,0,2020-01-29
天津,河西区,3,0,2020-01-29
天津,和平区,2,0,2020-01-29
广东,珠海,18,0,2020-01-29
天津,西青区,2,0,2020-01-29
天津,滨海新区,1,0,2020-01-29
天津,南开区,1,0,2020-01-29
天津,红桥区,1,0,2020-01-29
甘肃,兰州,14,0,2020-01-29
甘肃,临夏,2,0,2020-01-29
甘肃,定西,2,0,2020-01-29
甘肃,张掖,2,0,2020-01-29
甘肃,天水市,2,0,2020-01-29
甘肃,白银市,1,0,2020-01-29
广东,惠州,17,0,2020-01-29
甘肃,陇南,1,0,2020-01-29
甘肃,金昌市,1,0,2020-01-29
甘肃,平凉市,1,0,2020-01-29
内蒙古,包头,3,0,2020-01-29
内蒙古,呼和浩特,2,0,2020-01-29
内蒙古,呼伦贝尔,2,0,2020-01-29
内蒙古,锡林郭勒盟,2,0,2020-01-29
内蒙古,鄂尔多斯,2,0,2020-01-29
内蒙古,赤峰,2,0,2020-01-29
内蒙古,兴安盟,1,0,2020-01-29
广东,中山,16,0,2020-01-29
内蒙古,通辽,1,0,2020-01-29
内蒙古,巴彦淖尔,1,0,2020-01-29
吉林,长春,4,0,2020-01-29
吉林,吉林,3,0,2020-01-29
吉林,松原,2,0,2020-01-29
吉林,延边,2,0,2020-01-29
吉林,四平市,1,0,2020-01-29
吉林,公主岭,1,0,2020-01-29
吉林,通化,1,0,2020-01-29
新疆,乌鲁木齐,7,0,2020-01-29
广东,汕头,12,0,2020-01-29
新疆,伊犁州,4,0,2020-01-29
新疆,吐鲁番,1,0,2020-01-29
新疆,第七师,1,0,2020-01-29
新疆,第八师石河子,1,0,2020-01-29
贵州,黔南州,4,0,2020-01-29
贵州,铜仁,2,0,2020-01-29
贵州,贵阳,1,0,2020-01-29
贵州,黔西南州,1,0,2020-01-29
贵州,六盘水,1,0,2020-01-29
贵州,遵义,1,0,2020-01-29
广东,阳江,10,0,2020-01-29
贵州,黔东南州,1,0,2020-01-29
贵州,毕节,1,0,2020-01-29
宁夏,银川,7,0,2020-01-29
宁夏,吴忠,3,0,2020-01-29
宁夏,中卫,1,0,2020-01-29
宁夏,固原,1,0,2020-01-29
青海,西宁,6,0,2020-01-29
广东,湛江,9,0,2020-01-29
广东,东莞,7,0,2020-01-29
广东,清远,6,0,2020-01-29
广东,揭阳,6,0,2020-01-29
湖北,襄阳,163,0,2020-01-29
广东,肇庆,5,0,2020-01-29
广东,梅州,5,0,2020-01-29
广东,韶关,4,0,2020-01-29
广东,茂名,3,0,2020-01-29
广东,汕尾,1,0,2020-01-29
广东,河源,1,0,2020-01-29
广东,江门,1,0,2020-01-29
河南,南阳,51,1,2020-01-29
河南,郑州,46,0,2020-01-29
河南,信阳,42,0,2020-01-29
湖北,荆州,151,3,2020-01-29
河南,周口,25,0,2020-01-29
河南,驻马店,25,0,2020-01-29
河南,商丘,18,0,2020-01-29
河南,安阳市,16,0,2020-01-29
河南,新乡,11,0,2020-01-29
河南,漯河市,11,0,2020-01-29
河南,平顶山,8,0,2020-01-29
河南,鹤壁,6,0,2020-01-29
河南,三门峡,5,0,2020-01-29
河南,开封,4,0,2020-01-29
湖北,随州,143,0,2020-01-29
河南,许昌,3,0,2020-01-29
河南,洛阳,2,0,2020-01-29
河南,焦作,2,0,2020-01-29
河南,濮阳,1,0,2020-01-29
河南,滑县,1,0,2020-01-29
河南,长垣县,1,0,2020-01-29
湖南,长沙,57,0,2020-01-29
湖南,常德,30,0,2020-01-29
湖南,岳阳,29,0,2020-01-29
湖南,邵阳,29,0,2020-01-29
湖北,咸宁,130,0,2020-01-29
湖南,怀化,23,0,2020-01-29
湖南,衡阳,20,0,2020-01-29
湖南,株洲,18,0,2020-01-29
湖南,益阳,17,0,2020-01-29
湖南,娄底,16,0,2020-01-29
湖南,永州,14,0,2020-01-29
湖南,郴州,10,0,2020-01-29
湖南,湘潭,9,0,2020-01-29
湖南,湘西自治州,4,0,2020-01-29
湖南,张家界,1,0,2020-01-29
湖北,鄂州,123,2,2020-01-29
安徽,合肥,39,0,2020-01-29
安徽,阜阳,28,0,2020-01-29
安徽,亳州,20,0,2020-01-29
安徽,安庆,18,0,2020-01-29
安徽,马鞍山,14,0,2020-01-29
安徽,芜湖,14,0,2020-01-29
安徽,铜陵,10,0,2020-01-29
安徽,宿州,10,0,2020-01-29
安徽,六安,8,0,2020-01-29
安徽,蚌埠,8,0,2020-01-29
湖北,十堰,119,0,2020-01-29
安徽,黄山,7,0,2020-01-29
安徽,淮南,6,0,2020-01-29
安徽,宿松,6,0,2020-01-29
安徽,滁州,4,0,2020-01-29
安徽,宣城,4,0,2020-01-29
安徽,池州,2,0,2020-01-29
安徽,淮北,2,0,2020-01-29
重庆,万州区,24,0,2020-01-29
重庆,开州区,13,0,2020-01-29
重庆,云阳县,12,0,2020-01-29
湖北,武汉,2639,159,2020-01-30
湖北,黄冈,573,12,2020-01-30
湖北,咸宁,166,0,2020-01-30
安徽,宿州,10,0,2020-01-30
安徽,六安,9,0,2020-01-30
安徽,黄山,9,0,2020-01-30
安徽,淮南,6,0,2020-01-30
安徽,宿松,6,0,2020-01-30
安徽,滁州,4,0,2020-01-30
安徽,池州,4,0,2020-01-30
安徽,宣城,4,0,2020-01-30
安徽,淮北,2,0,2020-01-30
重庆,万州区,28,0,2020-01-30
湖北,十堰,150,0,2020-01-30
重庆,开州区,16,0,2020-01-30
重庆,云阳县,15,0,2020-01-30
重庆,忠县,12,0,2020-01-30
重庆,渝北区,10,0,2020-01-30
重庆,巫溪县,9,0,2020-01-30
重庆,两江新区,9,0,2020-01-30
重庆,江北区,8,0,2020-01-30
重庆,九龙坡区,8,0,2020-01-30
重庆,长寿区,8,0,2020-01-30
重庆,垫江县,8,0,2020-01-30
湖北,仙桃,90,1,2020-01-30
重庆,石柱县,7,0,2020-01-30
重庆,大渡口区,6,0,2020-01-30
重庆,合川区,6,0,2020-01-30
重庆,璧山区,6,0,2020-01-30
重庆,巫山县,6,0,2020-01-30
重庆,奉节县,5,0,2020-01-30
重庆,渝中区,5,0,2020-01-30
重庆,綦江区,4,0,2020-01-30
重庆,大足区,4,0,2020-01-30
重庆,江津区,3,0,2020-01-30
湖北,恩施州,75,0,2020-01-30
重庆,永川区,3,0,2020-01-30
重庆,丰都县,3,0,2020-01-30
重庆,南岸区,3,0,2020-01-30
重庆,铜梁区,2,0,2020-01-30
重庆,潼南区,2,0,2020-01-30
重庆,梁平区,2,0,2020-01-30
重庆,黔江区,2,0,2020-01-30
重庆,涪陵区,1,0,2020-01-30
重庆,巴南区,1,0,2020-01-30
重庆,城口县,1,0,2020-01-30
湖北,天门,67,6,2020-01-30
重庆,秀山县,1,0,2020-01-30
重庆,武隆区,1,0,2020-01-30
重庆,荣昌区,1,0,2020-01-30
山东,青岛,21,0,2020-01-30
山东,临沂,20,0,2020-01-30
山东,威海,19,0,2020-01-30
山东,烟台,18,0,2020-01-30
山东,济南,16,0,2020-01-30
山东,德州,16,0,2020-01-30
山东,日照,9,0,2020-01-30
湖北,潜江,12,1,2020-01-30
山东,滨州,9,0,2020-01-30
山东,枣庄,9,0,2020-01-30
山东,潍坊,8,0,2020-01-30
山东,济宁,8,0,2020-01-30
山东,淄博,8,0,2020-01-30
山东,聊城,7,0,2020-01-30
山东,菏泽,7,0,2020-01-30
山东,泰安,3,0,2020-01-30
四川,成都,69,1,2020-01-30
四川,广安,13,0,2020-01-30
湖北,神农架林区,7,0,2020-01-30
四川,绵阳,11,0,2020-01-30
四川,南充,11,0,2020-01-30
四川,自贡,9,0,2020-01-30
四川,达州,8,0,2020-01-30
四川,德阳,7,0,2020-01-30
四川,宜宾,7,0,2020-01-30
四川,内江,6,0,2020-01-30
四川,遂宁,5,0,2020-01-30
四川,泸州,5,0,2020-01-30
四川,甘孜州,5,0,2020-01-30
浙江,温州,227,0,2020-01-30
四川,巴中,5,0,2020-01-30
四川,雅安,3,0,2020-01-30
四川,凉山,3,0,2020-01-30
四川,乐山,2,0,2020-01-30
四川,眉山,2,0,2020-01-30
四川,资阳,2,0,2020-01-30
四川,广元,2,0,2020-01-30
四川,攀枝花,1,0,2020-01-30
四川,阿坝州,1,0,2020-01-30
江苏,苏州,32,0,2020-01-30
浙江,杭州,85,0,2020-01-30
江苏,南京,25,0,2020-01-30
江苏,徐州,20,0,2020-01-30
江苏,常州,13,0,2020-01-30
江苏,无锡,12,0,2020-01-30
江苏,泰州,12,0,2020-01-30
江苏,南通,10,0,2020-01-30
江苏,淮安,10,0,2020-01-30
江苏,连云港,9,0,2020-01-30
江苏,扬州,8,0,2020-01-30
江苏,盐城,8,0,2020-01-30
浙江,台州,81,0,2020-01-30
江苏,宿迁,7,0,2020-01-30
江苏,镇江,2,0,2020-01-30
上海,外地来沪人员,58,1,2020-01-30
上海,浦东,22,0,2020-01-30
上海,静安,8,0,2020-01-30
上海,长宁,6,0,2020-01-30
上海,徐汇,5,0,2020-01-30
上海,闵行,5,0,2020-01-30
上海,奉贤,5,0,2020-01-30
上海,虹口,4,0,2020-01-30
湖北,孝感,541,9,2020-01-30
浙江,宁波,46,0,2020-01-30
上海,黄浦,4,0,2020-01-30
上海,松江,3,0,2020-01-30
上海,青浦,2,0,2020-01-30
上海,宝山,2,0,2020-01-30
上海,嘉定,2,0,2020-01-30
上海,杨浦,1,0,2020-01-30
上海,金山,1,0,2020-01-30
北京,海淀,24,0,2020-01-30
北京,朝阳,21,0,2020-01-30
北京,大兴,15,0,2020-01-30
浙江,金华,27,0,2020-01-30
北京,西城,12,0,2020-01-30
北京,外地来京人员,11,0,2020-01-30
北京,丰台,11,0,2020-01-30
北京,通州,10,0,2020-01-30
北京,昌平,9,0,2020-01-30
北京,石景山,2,0,2020-01-30
北京,顺义,2,0,2020-01-30
北京,东城,2,0,2020-01-30
北京,门头沟,1,0,2020-01-30
北京,怀柔,1,0,2020-01-30
浙江,绍兴,23,0,2020-01-30
福建,福州,30,0,2020-01-30
福建,泉州,18,0,2020-01-30
福建,莆田,17,0,2020-01-30
福建,三明,10,0,2020-01-30
福建,宁德,8,0,2020-01-30
福建,厦门,7,0,2020-01-30
福建,漳州,7,0,2020-01-30
福建,南平,3,0,2020-01-30
福建,龙岩,1,0,2020-01-30
广西,桂林,18,0,2020-01-30
浙江,嘉兴,16,0,2020-01-30
广西,北海,17,0,2020-01-30
广西,南宁,16,0,2020-01-30
广西,柳州,11,0,2020-01-30
广西,防城港,7,0,2020-01-30
广西,河池,6,0,2020-01-30
广西,梧州,4,0,2020-01-30
广西,玉林,4,0,2020-01-30
广西,百色,2,0,2020-01-30
广西,钦州,1,0,2020-01-30
广西,贺州,1,0,2020-01-30
浙江,衢州,12,0,2020-01-30
河北,沧州,18,1,2020-01-30
河北,石家庄,11,0,2020-01-30
河北,保定,11,0,2020-01-30
河北,廊坊,9,0,2020-01-30
河北,邯郸,7,0,2020-01-30
河北,邢台,7,0,2020-01-30
河北,唐山,7,0,2020-01-30
河北,张家口,6,0,2020-01-30
河北,衡水,4,0,2020-01-30
河北,承德,2,0,2020-01-30
浙江,舟山,7,0,2020-01-30
云南,昆明,23,0,2020-01-30
云南,西双版纳,12,0,2020-01-30
云南,丽江,6,0,2020-01-30
云南,玉溪,6,0,2020-01-30
云南,保山,6,0,2020-01-30
云南,曲靖,5,0,2020-01-30
云南,红河,4,0,2020-01-30
云南,大理,4,0,2020-01-30
云南,昭通,4,0,2020-01-30
云南,普洱,3,0,2020-01-30
浙江,丽水,7,0,2020-01-30
云南,德宏,3,0,2020-01-30
陕西,西安,22,0,2020-01-30
陕西,安康,10,0,2020-01-30
陕西,汉中,6,0,2020-01-30
陕西,咸阳,5,0,2020-01-30
陕西,铜川,5,0,2020-01-30
陕西,渭南,4,0,2020-01-30
陕西,宝鸡,4,0,2020-01-30
陕西,延安,3,0,2020-01-30
陕西,商洛,2,0,2020-01-30
浙江,湖州,6,0,2020-01-30
陕西,榆林,1,0,2020-01-30
陕西,韩城,1,0,2020-01-30
黑龙江,哈尔滨,18,0,2020-01-30
黑龙江,绥化,12,2,2020-01-30
黑龙江,佳木斯,8,0,2020-01-30
黑龙江,大庆,7,0,2020-01-30
黑龙江,齐齐哈尔,3,0,2020-01-30
黑龙江,七台河,3,0,2020-01-30
黑龙江,牡丹江,2,0,2020-01-30
黑龙江,鸡西,2,0,2020-01-30
广东,深圳,110,0,2020-01-30
黑龙江,大兴安岭,2,0,2020-01-30
黑龙江,双鸭山,1,0,2020-01-30
黑龙江,鹤岗,1,0,2020-01-30
海南,三亚,14,0,2020-01-30
海南,海口,9,0,2020-01-30
海南,万宁,8,0,2020-01-30
海南,儋州,5,0,2020-01-30
海南,琼海市,4,0,2020-01-30
海南,陵水县,3,0,2020-01-30
海南,澄迈县,2,1,2020-01-30
广东,广州,106,0,2020-01-30
海南,临高县,1,0,2020-01-30
海南,东方市,1,0,2020-01-30
海南,琼中县,1,0,2020-01-30
海南,定安,1,0,2020-01-30
海南,昌江,1,0,2020-01-30
辽宁,沈阳,10,0,2020-01-30
辽宁,大连,7,0,2020-01-30
辽宁,朝阳,5,0,2020-01-30
辽宁,丹东,5,0,2020-01-30
辽宁,葫芦岛,4,0,2020-01-30
湖北,襄阳,286,0,2020-01-30
广东,佛山,32,0,2020-01-30
辽宁,锦州,4,0,2020-01-30
辽宁,本溪,3,0,2020-01-30
辽宁,盘锦,3,0,2020-01-30
辽宁,铁岭,2,0,2020-01-30
辽宁,营口,1,0,2020-01-30
辽宁,辽阳,1,0,2020-01-30
山西,晋中,9,0,2020-01-30
山西,运城,8,0,2020-01-30
山西,大同,5,0,2020-01-30
山西,吕梁,5,0,2020-01-30
广东,珠海,26,0,2020-01-30
山西,太原,4,0,2020-01-30
山西,长治,3,0,2020-01-30
山西,朔州,3,0,2020-01-30
山西,阳泉,1,0,2020-01-30
山西,临汾,1,0,2020-01-30
天津,河北区,8,0,2020-01-30
天津,河东区,6,0,2020-01-30
天津,外地来津人员,4,0,2020-01-30
天津,河西区,3,0,2020-01-30
天津,和平区,3,0,2020-01-30
广东,中山,18,0,2020-01-30
天津,西青区,2,0,2020-01-30
天津,滨海新区,2,0,2020-01-30
天津,红桥区,2,0,2020-01-30
天津,南开区,1,0,2020-01-30
甘肃,兰州,15,0,2020-01-30
甘肃,陇南,3,0,2020-01-30
甘肃,临夏,2,0,2020-01-30
甘肃,定西,2,0,2020-01-30
甘肃,张掖,2,0,2020-01-30
甘肃,天水,2,0,2020-01-30
广东,惠州,17,0,2020-01-30
甘肃,白银,1,0,2020-01-30
甘肃,金昌,1,0,2020-01-30
甘肃,平凉,1,0,2020-01-30
内蒙古,包头,3,0,2020-01-30
内蒙古,鄂尔多斯,3,0,2020-01-30
内蒙古,呼和浩特,2,0,2020-01-30
内蒙古,呼伦贝尔,2,0,2020-01-30
内蒙古,锡林郭勒盟,2,0,2020-01-30
内蒙古,赤峰,2,0,2020-01-30
内蒙古,巴彦淖尔,2,0,2020-01-30
广东,东莞,16,0,2020-01-30
内蒙古,兴安盟,1,0,2020-01-30
内蒙古,通辽,1,0,2020-01-30
内蒙古,乌兰察布,1,0,2020-01-30
宁夏,银川,9,0,2020-01-30
宁夏,吴忠,5,0,2020-01-30
宁夏,中卫,1,0,2020-01-30
宁夏,固原,1,0,2020-01-30
宁夏,宁东管委会,1,0,2020-01-30
新疆,乌鲁木齐,8,0,2020-01-30
新疆,伊犁州,5,0,2020-01-30
广东,汕头,12,0,2020-01-30
新疆,吐鲁番,1,0,2020-01-30
新疆,第七师,1,0,2020-01-30
新疆,第八师石河子,1,0,2020-01-30
新疆,阿克苏,1,0,2020-01-30
贵州,黔南州,4,0,2020-01-30
贵州,六盘水,4,0,2020-01-30
贵州,铜仁,2,0,2020-01-30
贵州,贵阳,1,0,2020-01-30
贵州,黔西南州,1,0,2020-01-30
贵州,遵义,1,0,2020-01-30
广东,湛江,11,0,2020-01-30
贵州,黔东南州,1,0,2020-01-30
贵州,毕节,1,0,2020-01-30
吉林,长春,4,0,2020-01-30
吉林,吉林,3,0,2020-01-30
吉林,松原,2,0,2020-01-30
吉林,延边,2,0,2020-01-30
吉林,四平市,1,0,2020-01-30
吉林,公主岭,1,0,2020-01-30
吉林,通化,1,0,2020-01-30
青海,西宁,6,0,2020-01-30
广东,阳江,10,0,2020-01-30
广东,肇庆,6,0,2020-01-30
广东,清远,6,0,2020-01-30
湖北,随州,228,0,2020-01-30
广东,揭阳,6,0,2020-01-30
广东,梅州,5,0,2020-01-30
广东,韶关,4,0,2020-01-30
广东,汕尾,3,0,2020-01-30
广东,茂名,3,0,2020-01-30
广东,河源,1,0,2020-01-30
广东,江门,1,0,2020-01-30
河南,南阳,61,2,2020-01-30
河南,郑州,50,0,2020-01-30
河南,信阳,49,0,2020-01-30
湖北,荆门,227,5,2020-01-30
河南,周口,36,0,2020-01-30
河南,驻马店,30,0,2020-01-30
河南,商丘,27,0,2020-01-30
河南,安阳,20,0,2020-01-30
河南,新乡,15,0,2020-01-30
河南,漯河,13,0,2020-01-30
河南,平顶山,10,0,2020-01-30
河南,许昌,8,0,2020-01-30
河南,三门峡,6,0,2020-01-30
河南,开封,6,0,2020-01-30
湖北,荆州,221,3,2020-01-30
河南,鹤壁,6,0,2020-01-30
河南,永城,4,0,2020-01-30
河南,洛阳,3,0,2020-01-30
河南,濮阳,3,0,2020-01-30
河南,焦作,2,0,2020-01-30
河南,长垣县,2,0,2020-01-30
河南,滑县,1,0,2020-01-30
湖南,长沙,68,0,2020-01-30
湖南,岳阳,37,0,2020-01-30
湖南,常德,37,0,2020-01-30
湖北,鄂州,189,6,2020-01-30
湖南,邵阳,36,0,2020-01-30
湖南,怀化,26,0,2020-01-30
湖南,衡阳,25,0,2020-01-30
湖南,娄底,20,0,2020-01-30
湖南,益阳,20,0,2020-01-30
湖南,株洲,19,0,2020-01-30
湖南,永州,16,0,2020-01-30
湖南,郴州,12,0,2020-01-30
